N	S	Text	Imperative
12	Ж	Он сам один раз употреблял, пробовал и-и (нрзб.).	
12	М	Я те говорю, он все так говорят. Беспредела там не-, быть не может. Там, м-м, м, там положение, там люди находятся, там положенец, и так далее. Там, чтобы его кто-то доил, рэкетировал на бабки, там такого быть не может. Тебе грю, скинь данные, мы всё выясним, чё там вообще происходит. 	говорю, говорят. не, может. находятся. не, может. скинь, выясним, происходит
12	Ж	(Юр), только не-, пусть его не это, ладно?	пусть
12	М	Я выясню, потом тебе скажу, чё да как, да почему.	выясню, скажу
12	Ж	Хорошо.	
12	М	На («Ватсап») мне отправь, да и всё, данные.	отправь
12	Ж	Всё, щас напишу фамилия, имя, отчество и-и год рождения, статья.	напишу
12	М	Да.	
12	Ж	Угу. Хорошо.	
12	М	Давай.	
12	Ж	Спасибо.	
13	М1	Алё!	
13	М2	(Серый).	
13	М1	Оу.	
13	М2	Дак а чё, мне туда ехать, блядь, или чё? Чё (нрзб.) мне звонит?	звонит
13	М1	П-, не-эт, за советом. В смысле, тебе ехать, я, ну, просто...	
13	М2	Дак а чё, в смысле, за советом, ну, вы всё знаете, чё делать, чё. Этим всё сказано.	знаете, делать
13	М1	Так меня нету, я с родными, я с родными просто на кладбище, я не могу ему объяснить по телефону.	нету, не, могу, объяснить
13	М2	Дак ты, тебе надо туда доехать.	надо, доехать
13	М1	Хм, ну, я щас этого не могу сделать. У меня полная машина родных, семьёй еду на кладбище к отцу.	не, могу, сделать
13	М2	Базаров нет, блядь. Базаров, а кто ей там может сделать?	нет. может, сделать
13	М1	Ну, он сам пусть делает, носорог. Я просто, думал, посоветуешь ему, чтоб не затупил он. Может, как-то можно перестраховаться.	пусть, делает. посоветуешь, не, затупил. может, можно, перестраховаться
13	М2	Ну, в смысле, блядь, посоветуй, (Серый). Ну, блядь, чё ты, чё ты посоветуешь? Там надо кому-то присутствовать. Хуль ты посоветуешь, блядь. В натуре, ты, ну, чё ты как маленький, блядь. Посоветуй, блядь.	посоветуй. посоветуешь. надо, присутствовать. хуль, посоветуешь. посоветуй
13	М1	Он маленький просто и глупый.	
13	М2	Ну а, ну, так ты это, ты об этом знал, когда ты его туда отправлял.	
13	М1	Я его туда, (Юр), не отправлял. Я, наоборот, оттуда отправил, когда он там был. Ладно, понял я тебя.	
