N	S	Text	Imperative
14	М1	А никого. Я думал, может, ну, сам, либо, ну, если, я грю, с (Кислым), с (Кислым).	
14	М2	Ну, ты сам разберёшься с ним?	
14	М1	Ну-у, а что надо сделать? Просто забрать, и всё, правильно же? (нрзб.)	
14	М2	Ну, не-, а он тебе чё сказал? Он бабки везёт?	
14	М1	Ну, сказал, сказал, да. Я еду за машиной. 	
14	М2	Ну, базаров нет. Дай бог. Ты просто докрутите бигудями, чтоб он там, блядь, с конторой не приехал. 	3: докрутите
14	М1	Ну.	
14	М2	Ты имей в виду эти вещи все.	1: имей, в, виду
14	М1	Ну, ну. Хорошо.	
14	М2	Ну, если он, конечно, приедет с армаком, конечно, блядь, ну, реши, и всё. Чё, ни-, ни в чём не проблема.	
14	М1	Ну всё, ладно. Хорошо.	
14	М2	Давай.	
14	М1	Давай.	
15	М1	Алё! Алё!	
15	М2	Чё, приехал?	
15	М1	Ну-у да, он сказал, к детской поликлинике с другой стороны дома, этот обойти дом (нрзб.).	
15	М2	Бля, смотри аккуратно, крути там бигудями, на хуй.	1: смотри, крути
15	М1	Давай.	
15	М2	Слышишь?	
15	М1	А-а.	
15	М2	И сначала, ну, ты гу-, бигу-, там посмотри всё аккуратно. Если чё, сначала у него возьми.	1: посмотри.  2: возьми
15	М1	Ага.	
15	М2	Оставь где-нибудь.	1: оставь
15	М1	Ага.	
15	М2	А потом тока за тачкой, понял?	
15	М1	Да. А, ну всё, давай.	
15	М2	Чтоб у тя при себе ничё не было.	
15	М1	Давай, хорошо.	
16	М1	(Юр)!	
16	М2	Ау.	
16	М1	Ты-ы там один, там нету никого посторонних рядом?	
16	М2	Да нет, один я. Я отошёл.	
16	М1	А-а. Это [поехали] они, я щас ещё в дороге еду, а-а, (Юр), по поводу там этот, э, оскорбление – не оскорбление, знаешь, типа, я п-, по телефону, знаешь, типа эт-, объяснил, да. Э-э, щас конкретно, знаешь, типа речь там, знаешь, типа то, что, знаешь, типа, что-о, земляка, знаешь, высадили с машины. Знаешь, с машины, да. Э-э, я в это, в это чисто, знаешь, я тебе, знаешь, как, э-э, братану говорю. Знаешь, типа, машину, знаешь, типа надо будет отдавать. Можешь сказать [заужене], ко мне, можешь [заужене], кому-то. Знаешь, типа там этот, э-э, каким-то образом. Э, на этого коня, знаешь, типа там это я попрошу, чтоб, знаешь, типа, что за него, знаешь, типа, бля, пришли, деньги отдали за него, з-, за этих козлов, там знаешь, чтоб тот, знаешь, типа этот, э-э, в-в вот эти, кто там, с ним, с ним который был там ребята джа-...  	
16	М2	Ну.	
16	М1	За деньги, знаешь, типа, чтоб он конкретно, знаешь, типа там вот таком плане, знаешь, типа этот. Я, знаешь, этот, э-э, братан, чё говорю, оттуда, не оттуда, знаешь, типа, я-а понимаю, что мы там, знаешь, типа конфликтов боимся. Мы не боимся, мы же взрослые люди, да. Я в-, во избежание, знаешь, типа я просто, знаешь, типа как считаю нужным, я вот этот момент объяснил. Я грю, знаешь, э, я человек, знаешь, говорю, мы тут чуть ли с детства, знаешь, вместе этот, э-э, вы как это поняли, не поняли, знаешь, я грю, он мне позвонил, я грю, знаешь, конкретно, знаешь, типа там, как это было сказано, знаешь, и что это было сказано (нрзб.), знаешь, типа, если он там, как так следить-то можно. Может, он как-то, знаешь, типа там, э-э, хотел, знаешь, типа там, э, там, ну, отмазаться, не отмазаться, знаешь, если бы он сказал бы, понятия не имею, блядь, понятия не имею, вот попросили, блядь, приехал, блядь, знаешь, и так я грю, к нему, я грю, к нему вообще никаких вопросов не задали. Поставил…  	
